,CommentsStars,CommentsContent
3163,4.0,                       great customer support   they replaced my broken airfryer basket and drawer   remember to immediately register for warranty to get an additional year when you buy through amazon   i gave   stars instead of   because i wish the airfryer basket and drawer was built better  but it makes cleanup easier      
3164,5.0,                       super great product  stylish and well made      
3165,5.0,                       like the size of the basket and how easy to clean      
3166,4.0,                       i love my air fryer  just wish the directions said that you should turn it one for    minutes at      before first use to burn off odor taste      
3167,5.0,                       we have already used this to make hot wings a couple time   quite simple to use  and it does a great job      
3168,5.0,                       i love this product  i actually have cleared a place on my counter for it since i use it daily  you will not regret this purchase  meal time is so much easier and clean up is easy as well      
3169,1.0,                       i had to return   times the front door would not stay closed when i had half a dozen wings in it    when it worked it was amazing im doing to attempt using a different brand     
3170,5.0,                       easy to use  love the crispy ness of the foods  and love the actual red color  looks great in my kitchen      
3171,4.0,                       i don t like the food cooked in this      
3172,5.0,                       love this and easy to use and my kids are able to use it as well      
3173,5.0,                    s per f cil de usar  s per f cil de limpiar  cocina parejo toda la comida y s per r pido        
3174,5.0,                       i bought one for myself and i seriously use it everydayso i bought one for a friend  now she uses hers daily   very good value and easy to use      
3175,5.0,                       very happy with this air fryer  it is easy to use and clean  good size compartment compared to others we looked at  very happy with it      
3176,5.0,                       so far food and dessert tastes good     
3177,5.0,                       i love this   i use it every day  a friend recommended this one to me and i bought it when it went on sale  so so so much easier than heating up the whole oven everyday  it has been life changing       
3178,1.0,                       item was defective  drawer would fly out during cooking  yes it was inserted properly and secure      
3179,5.0,                       what a fantastic addition to our kitchen  quick and easy meal prep  very simple to use and clean up is a breeze  excellent recipes that come with the air fryer are really delicious and help the learning curve to preparing awesome meals  i ll definitely be using this daily       
3180,5.0,                       cooking with this air fryer is so convenient and makes our food come out perfect every time  we have turned about   of our friends onto this air fryer as well  a       
3181,5.0,                       only used it once for chicken wings and hot dogs  very easy to use and clean up   did the wings on     degrees for about       minutes and they came out crispy and good to go      
3182,5.0,                       good quality  good value  big enough  easy to use     
3183,1.0,                       burning plastic smell does not go away  constantly shuts off over and over again  the fan is not working and took me  hr to cook   chicken wings  this was a terrible buy and i m returning it      
3184,5.0,                       top seller  this is amazing    after a read all the reviews about this machine i decided it to buy it  some people s review are bad  but realized that some machine may come with factory defect and it doesn t mean that the product is not good      
3185,2.0,                       great concept  design needs improvement  my bin started popping open on the second use and completely failed in less than ten uses the latch that keeps the fryer closed is made of the same polymer the basket is  not having a button that releases the basket causes the latch to shave off quickly      
3186,5.0,                       so  far it is good  well  cooked and easy to clean i have used it for multiple food   vegetable  beef  bread   all is as expect     
3187,5.0,                       i am glad i bought it  actually  i took it to cook easier and faster chicken nuggets for my son but i really like to explore this fryer  first     uses  plastic smell was filling  but the food didn t have the taste of plastic  now it is much better i am so glad with my results      
3188,5.0,                       great product     
3189,5.0,                       my bf uses it often great for quick healthier optioned dinners     
3190,5.0,                       initially was skeptical to purchase  after reading review after review about this air fryer  i have had it for   months now and it s used several times a week  it has a   year warranty and if you register it soon after you receive it  they will give a second year warranty free      
3191,5.0,                       very easy  getting used to the difference from fat frying  but everything has turned out edible  plan on buying another for it seasonal home      
3192,2.0,                       i loved this when i first got it  i ve had it less than a year   half the buttons no longer work  the     button doesn t work  so i can t decrease the temperature from any standard settings and i cannot decrease time  i will be replacing it in the very near future      
3193,5.0,                       love it     
3194,1.0,                       i was super excited to receive this air fryer and read really good reviews on it  however  the touchpad for temp time does not work  huge inconvenience  i will be returning it  other than that  the way it cooks food is awesome      
3195,3.0,                       everything i cook inside has a weird flavor i have washed the inside several times but the flavor doesn t go away     
3196,5.0,                       love this for cooking chicken  tater tots  any frozen food  the app is a nice option for recipes  highly recommend it      
3197,5.0,                       i use this every day  the recipe book is great too   the stuffed mushrooms from the included cookbook are the best i ve ever had      
3198,5.0,                       i love this air fryer  i bought it to replace a smaller one i d broken  this will be on the list to buy for christmas gifts      
3199,5.0,                       my family really likes this product  we all give it   stars      
3200,5.0,                       we love it  made fryed pickles first best i ever had     
3201,5.0,                       love this air fryer  powerful yet quiet  presets making cooking easy  now only use my oven for baking bread     
3202,5.0,                       this fryer is awesome  i ve cooked t bone steak onions   a  sauce  tendeeeerrrrr  buffalo wings  party wings    whole wings  all were delicious great taste   crispy  i ve tried a few didn t like sent back  brought the cosori fryer  and wow  great machine  people if you want a good air fryer choose cosori  you won t be sorry  see pictures     
3203,5.0,                       great product  everyone in my family has this brand  it s reliable and best deal for the money this is the brand in my land     
3204,5.0,                       this fryer is very easy to use and works great   i ve cooked  chicken  vegetables  and shrimp in it   the food tastes good   it s easy to clean up   very happy with it      
3205,3.0,                       i didn t have this air fryer for a whole year and the handle hand melted off  very dissapointed  i had it for   months now  i thought it will last longer than that      
3206,5.0,                       make restaurant quality food at home     
3207,4.0,                       i think its a great product to have the only issue i do have with it is taking the pan in and out it jams up when pulling it out which could splash hot grease on you so be careful when pulling the tray out     
3208,5.0,                       great product  easy to use   as long as u use the app  otherwise i d send it back the screen doesn t work well at all   not super easy to clean but that s not a big deal to me as long as i keep the food away from the edge of the basket   it s a learning curve   always cook ur food less time than prescribed then measure the temp     
3209,5.0,                       use almost every day have cooked multiple foods and all have been tasty easy cleanup by putting aluminum foil in bottom     
3210,5.0,                       it s quick and easy to use  easy to clean  i use it all the time      
3211,5.0,                       we bought this for our daughter s busy family of five for christmas and they love it  they have cooked so many different meals with it and it s a game changer for them and their busy schedules very  pleased with the product      
3212,1.0,                       item was pacakaged well and presented like a quality item out of the box  was pretty excited to use  when i went to use it  the touch screen would light up but was unresponsive to touch commands  returned and will look elsewhere      
3213,5.0,                       i ve cooked several meals in my air fryer  chicken was juicy and cooked perfectly  potatoes fries crispy and tender inside i will recommend  to my family and friends     
3214,5.0,                       this is such a great machine  lots of room and works so good      
3215,1.0,                       it stopped working after   months of use      
3216,5.0,                       this air fryer has made cooking so quick and easy  everything that i ve made in it has turned out great  i had an issue with the screws from the basket handle coming loose and one actually falling out  making the handle unstable  i reached out to cosori customer service and they had a replacement in the mail right away  great customer service      
3217,5.0,                       i am single now and not a big fan of cooking for one person and the mess to clean up after  the cosori hot air cooker is great for me  my friends seen i had it and bought on also  they cook in it all the time  easy to get great meals from with little clean up  plus it is a lot healthier than my normal way of cooking       
3218,5.0,                       overall a good purchase   fast  easy to use  i mad mahi mahi and shrimp  both came out good   very pleased     
3219,5.0,                       can t seem to use it manually like i wanted     
3220,5.0,                       i never could cook for my pescatarian husband and make it taste right  my air fryer has saved my marriage      
3221,5.0,                       i gave this   stars because it did look amazing  i did a return because of the size  it is very big  not what i expected      
3222,3.0,                       cooks well tasteful     
3223,5.0,                       i really love this air fryer i was a bit skeptical about it because of the price especially during this lockdown time when shelling out money unnecessary is not an option i must say it is worth every penny honestly it is the best air fryer ever   i am really happy i waited a long time before i settled on a brand and i am happy i got this one     
3224,4.0,                       didn t like  fried  chicken  one strong reason to buy   pizza not bad   great roasted veg   french fries not bad      
3225,4.0,                       very user friendly  it does give off a weird smell that i thought would go away after the first few uses  but this is my first air fryer  so maybe that s how they all are  we use it for everything though  homemade chicken wings are a new favorite      
3226,5.0,              your browser does not support html  video                       f cil        
3227,5.0,                       excellent air fryer at a good price      
3228,5.0,                       absolutely amazing  cooks my food perfectly and is very convenient      
3229,4.0,                       absolutely brilliant this air frier is   wi fi controlled so can monitor from work      
3230,1.0,                       the air fryer works great when it turns on  but i ve been having difficulty lately  i don t use it very often and after only   year the power button seemed to have stopped working      
3231,1.0,                       we have had nothing but problems with this unit      of the time  the touch panel does nothing  you have to push the button a ton of times to get it to register  it cooks fine when you finally get it working  its extremely irritating      
3232,5.0,                       i did my research on buying an air fryer  my friends owns one   i saw how easy it was to use  clean   cook with  hands down it is the best purchase ever      qt cooking space  i ve done pork roast  artichokes  sweet potatoes  wings  and more  cleans with ease   that is what other styles had issues with  worth every penny  fits perfectly on my counter      
3233,5.0,                       when we purchased this unit we thought we might use it once in a while but it has become a staple in our kitchen   once we got the hang of how long to cook items it has made a world of difference   items that usually took    minutes in the oven only take about   or    in the air fryer   definitely recommend this unit to anyone looking at purchasing one      
3234,5.0,                       is super easy to use     
3235,4.0,                       pretty easy to use as with all new products it takes a little tweaking   i have made fries and fried zucchini and both came out crunchy  saves a lot of time you don t have so many pans to wash  it cleans up very easy i would recommend it      
3236,5.0,                       best purchase ever     
3237,5.0,                       works perfectly   just like frying without the oil   i love the pre heat and keep warm features      
3238,5.0,                       easy to use     
3239,3.0,                       this thing is huge  if you plan to use it on the counter under kitchen cupboards there isn t enough clearance per directions  i had to return because there was no room for it      
3240,5.0,                       love making chicken wings in this air fryer  i m still learning about the temps and frozen food  it s best to set the time temp lower than the directions on the frozen food  i ve over cooked a couple of things      
3241,5.0,                       its nice work good      
3242,2.0,                       product works fine but produces such a high pitch noise when setting time and temp that our dog goes crazy   we can t even stand near the fryer without the dog whining   our dog has never reacted to anything like this   the sound is totally ear piercing to my dog      
3243,2.0,                       touch pad works only on occasion  when you can turn it on  with some struggling  it cooks fine  wifi doesn t want to connect  it s not necessary for some thing like this to have wi fi  i would prefer something that has a dial  would not recommend      
3244,5.0,                       works great  easy to operate and clean  no longer have to heat the whole house up with the stove  wife loves it  highly recommend      
3245,1.0,                       not very good quality the door will not stay shut while in the middle of frying and the machine keeps shutting off i do not recommend this air fryer to anybody      
3246,5.0,                       we looked at many options and decided on this one   and i m glad we did  it is very easy to use and even easier to clean  while it s not small i still found room in my cabinet for it easily  great product      
3247,5.0,                       this is a good product  purchased this product for a gift and the  re cip i ent was very happy      
3248,2.0,                       fryer looks well built and useful  however arrived not working so immediately returned it      
3249,5.0,                       this fryer is hands down the best one in the market from its grayish black finish that makes it look very high end to the ease of use and quality of finished product definitely have no complaints about this item and would recommend this to anyone     
3250,5.0,                       easy to used     
3251,5.0,                       i love this air fryer  i put off buying one for months because i thought it was another fad appliance  but was i wrong  i decided to buy the bigger size so i can cook in less batches and the food  turns out crisp  tasty and takes less time just as everyone says   i like the square basket of the cosori fryer that was a selling point for me      
3252,5.0,                       i love this appliance  it s air fries fish  potatoes  bacon    my list goes on  my best amazon purchase yet  it is a big item  as i have   in my home  kids who do nothing but eat  so the larger air fryer works for me  too large to tuck away and put under the cabinet  so i do have to leave it on my countertop  but it s okay for me  as i use often      
3253,5.0,                       we got defective item first but they sent us brand new replacement asap  super customer service    and  i am really satisfied with the new one  it cooks everything with a bit oil and its cleaning is very easy as well      
3254,5.0,                       love this air fryer  but what i love more is the customer service  we had an issue with ours  i emailed and customer service took care of immediately      
3255,5.0,                       awesome machine  true fried food without the mess  well worth it      
3256,4.0,                       this makes cooking so much easier and faster and the best part is the easy clean up  it s dishwasher safe  we use this several times a week     
3257,5.0,                       opened and used christmas morning very successfully   love the square basket  out of so many to choose from  we re delighted to have picked this one      
3258,5.0,                       easy to use just the right size for my family  we all enjoy it     
3259,5.0,                       this is my favorite thing on the kitchen counter   i use it at least once a day if not twice  the look makes the counter look nice  as well as it works very well  well worth it        
3260,5.0,                       we use the air fryer every day and so far is working perfect  almost a year   also the customer service is excellent  we are so happy with this product      
3261,1.0,                       i found a screw in our food two different times  very scary   it definitely came from the air fryer  as i can see where it came out     
3262,5.0,                       an absolute must have if you want to eat healthier and remove frying oil from your diet fast  economical  efficient  and doesn t leave your house smelling like oil comes with a nice cookbook and guide that helps a lot   i recommend this unit due to the basket design   i have the   qt size      
3263,1.0,                       the chicken looked awful      
3264,5.0,                       this air fryer works great   i highly recommend      
3265,1.0,                       died on us yesterday  we used it alot but didnt expect it to die a little    months of regular usage      
3266,5.0,                       just got my cosori air fryer and tried frozen fries and they turned out excellent  looking forward to trying more recipes  i know i going to love this air fryer      
3267,5.0,                       love this air fryer  we tried some frozen cheese curds and they came out crispy and gooey in the middle      
3268,5.0,                       i had a excellent air fryer before this  and this unit solved all the problems it had  plus it seems to air fry better too      
3269,1.0,                       the power button stopped working after   months     
3270,5.0,                       love this air fryer  wings are great in it      
3271,5.0,                       our first air fryer  glad we waited for this one  easy to use and good comes out great  done steaks to veggies and everything comes out great      
3272,5.0,                       we used to have one other brand but not working anymore  this one is easy to use  with the high tech its much easier and more convenient to control  also this one has bigger volume  even brand new doesn t has that smell with the other one  the menu is so useful  it shows alot of different receipts      
3273,5.0,                       i love this air fryer if you want to stop cooking with grease this is something you should invest in     
3274,5.0,                       my mom loves this thing  she s cooked meatloaf  beans  eggs  bacon  ribs  etc etc  all tasting excellent  make sure to wash it before using      
3275,5.0,                       works great for me   food cooks much better than in the oven  i always hand wash the basket in case it flakes in the dishwasher      
3276,5.0,                       now that i am used to the cooker i ejjoy cooking with it  cooked a pork chop last night and it came out crispy and with agreat flaver      
3277,1.0,                       i have a breathing problem and use   times it smells like burning plastic my kids would not even eat the seasoned frys from freezer i cooked the plastic smell was in the frys it is awfull smell up my house even the tea steeping on the stove i fixed taste like the smell from fryer     
3278,5.0,                       i keep getting videos of everything she is cooking  it doesn t heat up the house and it is fast   i love it when i buy the right gift      
3279,5.0,                       as my friend said i will learn to use it and love it  yes  i say read the book and don t forget to reheat just like any heating unit  great for all  leftovers  chinese  ff  pot pies  pizza  still experimenting      
3280,3.0,                       i like the performance of this air fryer  there s a major problem with it though  the door may appear closed but it won t be completely closed  one of two things will happen    it will stop cooking    the pressure from the air pushes it out and if it s on a counter it will push your food on the floor  i had to witness my t bone steak fall on the floor      
3281,5.0,                       great product  intuitive to use  easy to clean  with a surprising amount of room      
3282,5.0,                       i just have to get use to all the icons     
3283,3.0,                       didn t use basket to small     
3284,3.0,                       i should give this product   stars  however after i used it for couple weeks and find out the inside of the machine get grease very easily and it looks like rusty  the basket very easy to clean  but every time it had watermark after washing  i am not really pleasant to use it  trying to buy a different brand      
3285,5.0,                       this thing made me fall in love with the frozen section again  it does things the microwave could only imagine  from french fries  potatoe skins  and coconut shrimp  best product ever     
3286,5.0,                       our cheap air fryer that i had ended up breaking so i decided to buy this after looking over the reviews  this is a great air fryer  the basket is substantially easier to clean than our old one and is easy to use in terms of setting time and temperature  very pleased with this purchase      
3287,5.0,                       wifey asked for one of these   i resisted for years   finally caved and now i use it more than she does   works like a champ      
3288,5.0,                       very easy to use  love being able to cook food in it without all the extra oil  well worth it      
3289,5.0,                       i love the air fryer  it works great  but mine came with no user manual  recipe book  nor registration info update  i was in contact with cosori and they are sending me a replacement manual and cookbook      
3290,1.0,                       do not buy   the bottoms did not work on the first unit i purchased so i returned it and had it replaced   the second unit worked the first time i tried it and never heated up again after that   this air fryer is complete garbage      
3291,2.0,                       this thing is amazing and cools food perfectly  the reason i gave it a low score is because the time and temp buttons are almost impossible to get to work  if it wasn t for that   stars      
3292,1.0,                       not even   months and it will not turn on  called amazon and warranty    days  called consori and they do not service via phone any longer  sent email  lets see if they respond     
3293,5.0,                       this is the best air fryer we have purchased so far  works better than the power xl fryer we had for   years      
3294,2.0,                       food tastes like plastic and yes i ve taken all the plastic and paper out and off of it      
3295,5.0,                       it s amazing  definitely what was missing from my lifecooks my food pretty fastit s a dream to make frozen fries in the air fryer     
3296,5.0,                       this unit is incredible  frozen meats are tender and delicious as well as fresh meats  shrimp  chicken  beef  kielbasa  you name it  outstanding  excited to try veggies as well  so easy to use and clean also  you will be delighted that you decided to purchase the cosori air fryer      
3297,5.0,                       i dont have to cook anymore  this is the gift that keeps on giving      
3298,1.0,                       worked great for about   months then the touch screen stopped working  still turns on and works through app  otherwise worked great and easy to clean      
3299,5.0,                       i was quite skeptical about buying an air fryer before i got my hands on this one  i use it almost every other day for quick and healthy dinner prep s definitely recommend it to everyone who is giving it a thought     
3300,5.0,                       we love our air fryer  it s easy to use  quicker than the oven   usually taste better      
3301,1.0,                       if you like soggy this is the fryer for you  for the rest of you doesn t waste your money   burns the outside  but the inside isn t done      
3302,5.0,                       this is super easy to use and clean  all of the presets are helpful and the included book of recipes was a nice touch as well  i think that this is also one of the largest air fryers i ve seen being sold  and it makes cooking larger dishes quantities much easier      
3303,5.0,                       absolutely awesome  i have a emerilairfryer     and this blows the     out of the water  we use this cosori     times a week with a family of      adults   year old    year old  and a   year old  sometimes we have to make two batches but is worth it when it s done  chicken  fish  sandwiches  fries  tater tots and more  love it      
3304,5.0,                       this appliance changed my life  i literally use it almost every time i cook     
3305,5.0,                       got this on prime day for a steal   gave it to my girlfriends mom for her birthday and she is in love with it  thank you        
3306,5.0,                       perfect gift     
3307,5.0,                       had wanted an airfryer for awhile  this on is great  veggies and wings are delicious with no added oils      
3308,5.0,                       perfect for   or   people and small batch cooking   it has exceeded my expectations   i ve used it for cooking all kinds and cuts of meats  baking  roasting vegetables  etc   easy clean      
3309,5.0,                       love love love this air fryer  my last one wasn t as big but this one is great  evenly cooks and easy to use just make sure to adjust the settings to what you need so you don t over or under cook your food     
3310,5.0,                       not all air fryers are the same  this is a very well made product  easy to use and clean      
3311,5.0,                       this thing is awesome  i cannot cook  at all   and eat mostly frozen easy food  this is so much easier and quicker than the oven and everything i ve made in it so far has come out perfect      
3312,5.0,                       love this  i use it pretty much everyday not the easiest to clean  has a film that i m constantly trying to get off but i m guessing it s a problem with all air fryers     
3313,5.0,                       this is a great air fryer for a family of    we have used it for hot louisiana days when we don t want to heat up the house cooking  our family uses the air fryer about     times a week for breakfast  lunch  or dinner     
3314,5.0,                       good     
3315,5.0,                       wow super     
3316,4.0,                       love the machine and the results    my only gripe is that the touch screen buttons are super unresponsive   i have to mash a button multiple times to get it to work     
3317,3.0,                       got the fryer turned it on and   minutes later half of the buttons stopped working after that the power button was hard to use it worked sometimes and sometimes it took like   and even more tries to work      
3318,1.0,                    enviaron un electrodom stico no acorde con la tensi n y frecuencia de mi ciudad    al decir que pueden enviar los productos a mi ciudad  pens  que el mismo ser a con las caracter sticas de mi regi n que es de    v y   hz  me enviaron un producto de    v y   hz   no creo conveniente poder usarlo ac  en mi pa s           
3319,5.0,                       i have had this product for   months   it s easy to use  easy to clean  and makes food taste so much better   if you have kids and want to make a quick snack from pizza rolls to french fries this is a must have   breakfast sausage links forget about it     the only thing i did not like cooking in it is vegetables   i tried broccoli and cauliflower   they came out a little dry      
3320,5.0,                       this air fryer is my new best friend      
3321,1.0,                       love it already      
3322,5.0,                       i ve been using this air fryer almost daily since i got it a few weeks ago and i am very pleased with it      
3323,5.0,                       we use the frier daily it is great       
3324,1.0,                       why can t you make this where the screws will stay in it   try and fix it and the won t tighten   not only annoying but dangerous   i m on my  nd one and same problem      
3325,5.0,                       cook food from all sides not only the top      
3326,5.0,                       have had no issues with this fryer and use it every week  the recipe book that comes with is great as well  very easy to clean  if i had one knock on it  which is minimal  is that it can be a little loud when running  but after awhile you don t even notice it   fries from scratch and wings are made frequently for sunday fundays haha     
3327,5.0,                       easy to use and easy to clean       
3328,5.0,                       using this product is awesome  pop just about anything in  set it  and forget it  it s really good for breakfast  sausage and bacon in while you cook eggs and they cook themselves while your eggs are cooking  same applies for sides at dinner time or even a quick snack of cheese sticks  poppers  etc  the liners come highly recommended as well      
3329,1.0,                       product worked great for all of two uses  then it won t turn on after preheat returning     
3330,5.0,                       i like how it was so easy to fry chicken and didn t take very long to do it  maybe a few more seasoning to it but was very good excited to try more recipes     
3331,5.0,                       so easy to use     
3332,2.0,                       i really do like the cosori air fryer however i have only had it for around   months and have lost all the screws to the internal basket and the external pull panel   i see where you can replace the basket but i don t know what to do with the external panel so that i could continue to enjoy the fryer      
3333,5.0,                       absolutely awesome     
3334,5.0,                       good     
3335,4.0,                       no noisy     
3336,3.0,                       worked great until the third day  when the fan stopped   breaded shrimp and battered cod came out much better than in the oven  and half the cook time     stars if yours works   zero stars if it breaks within   days of purchase update    return process was smooth   i received a replacement within a week  so i added two stars      
3337,5.0,                       i like this because i don t like to microwave my food  i use it all the time  i can t say anything bad about it  it s easy to clean and easy to use      
3338,2.0,                       unfortunately the touch option is not working on my cosori    i was really looking forward to using it  i have to only use the wifi app option and control from my phone  we recently moved into a new house and are waiting to get wifi tech to come out  due to the pandemic and i haven t been able to use my air fryer      
3339,2.0,                       it lasted about a year  now it just shuts off on its own during cooking  even unplugging it doesn t work  it just dies and won t even turn back on  so  if you wan something that works longer  get a different one      
3340,5.0,                       best air fryer  food cooks really fast easy to use     
3341,5.0,                       cooks fast  although you can us cooling sprays or add oil  not needed food comes out tender and crispy  great investment  i use it al most every day      
3342,5.0,                       love love love this air fryer  there are many easy settings and presets to choose from  it comes with a little recipe book that has many great and easy recipes      
3343,5.0,                       this the best thing ever happened to my kitchen     
3344,5.0,                       received item on time and was very pleased with how easy it was to prepare quality food  unfortunately  my air fryer developed a powercord issue after limited usage  within minutes of contacting customer service  i was notified by email a replacement unit will be delivered in   to   days  very pleased and will update later      
3345,5.0,                       i love how fast cooking time is specially for potato wedges  the preset touch screen is a dream  so far so good  love it      
3346,5.0,                       reheat fries    for real  steaks  hamburgers  everything we put in the oven goes in here      
3347,5.0,                       like how quickly it cooks food      
3348,5.0,                    funciona de manera perfecta        
3349,1.0,                       i have tried many different recipes in hopes that it would taste great but it s a failure  the only thing good about the air fryer is that it s easy to clean  you can t cook much at a time  the times and preset times all burn the food  it s a waste of money and space      
3350,5.0,                       awesome  we love it   food tastes great and is easy and quick      
3351,5.0,                       this is the best purchase i ve made in a while  it s easy to use and is way better than i expected it to be  i use it for just about everything now      
3352,5.0,                       i love this   i am working with times  etc but so far it has been great   very impressed     
3353,5.0,                       this review is after few months of use  very good product  had over    different style of recipes  all works well  good if shake food within few minutes   if shakeable   enjoy   and yeah very easy to clean      
3354,5.0,                       i purchased this for my son for his birthday he loves it said it cooks really great food comes out as advertised      
3355,2.0,                       i bought it around this time last year and it just died on me       
3356,1.0,                       used once  soggy     
3357,5.0,                       this has been a great addition to our kitchen  easy to use and clean  roasts veggies in    minutes  i highly recommend this air fryer      
3358,1.0,                       i have been unable to use it  it s has a odor tried to heating to burn it out did not work it turns it self off in minutes of being on not good       
3359,5.0,                       it works fantastic  we have cooked all different types of meals without any issues      
3360,5.0,                       what an amazing machine  makes dinner so quickly and the food has so much flavor  best purchase ever      
3361,4.0,                       this thing works great and it is big enough to feed a family of     easily maybe more  the unit stopped working after about   months and the company was very helpful  they sent me a new one within a week      
3362,5.0,                       it cooks chicken      
3363,3.0,                       the quality of this air fryer is good and it was easy to operate  however  it came with a slight weird smell after cooking      
3364,1.0,                       this didn t last long  we only got a few months of use out of it before it popped and burned our outlets and shot sparks out of the bottom  definitely a hazard      
3365,5.0,                       the cosori air fryer max xl is amazing  no oil  no mess  easy to clean  cooks food to perfection  but the most amazing part to me is that it cooks your food in half the time it would take in a conventional oven  with this air fryer  i do not have to give up eating fried foods because you do not need any oil  and the end product tastes amazing  worth the purchase      
3366,5.0,                       product works great  just be sure to follow directions   the item i received actually had an irritating occasional rattle when cooking cosori customer support was super  sent a new item after i documented what was happening  quick and friendly service  help  new item works well      
3367,5.0,                       ladies be leary as husbund may steel from you  lol  all joking aside my husband has had a great time cooking with it      
3368,5.0,                       love this   i use it at least   times a week for my family of four with   large  teenage boys      
3369,5.0,                       you can cook pretty much anything in this and it turns out fantastic  it s as versatile as it is easy to use  i love it      
3370,5.0,                       love the large basket and so easy to clean      
3371,5.0,                       love cooking fish  steak and the bacon it s cooked to perfection   just buy it will make your life so much easier       
3372,1.0,                       it stopped working  even when i turned it on from multiple outlets  it doesn t work anymore and i barely used it  for the time that i did use it  it was really good and easy to clean      
3373,5.0,                       fantastic machine that is easy to use and perfect for quick meals  highly recommend       
3374,5.0,                       amazing  easy cleanup  food tastes great  definitely recommend this air fryer      
3375,5.0,                       love it  chicken wings comes out so delicious  you can make all kinds of food in it  cook book and instructions are awesome  i m thinking of buying a second one      
3376,4.0,                       awesome fryer   easy to b use   big enough for meals   easy clean up      
3377,5.0,                       just used it with red robin fries i bought at walmart  put fries in a bowl put olive oil on the best fries ever can t tell the difference in deep fried frie just alot more healthy      
3378,5.0,                       no mess cooking  love it  cooked steak  corn  chicken  and wings  easy to clean  recipe book has great ideas      
3379,1.0,                       didn t start using it until after the return period   tried to cook in this fryer three times and each time the food taste and smells like burnt plastic   pretty much useless to me now      
3380,5.0,                       cuts cooking time in half  saves time you would spend babysitting a pan on the stove  beautiful color and meat is consistently juicy with a crisp skin  or breading  etc      absolutely love our air fryer and use at least once a day      
3381,5.0,                       so easy to use  so easy to clean  the cooking is perfect and also so friendly       
3382,5.0,                       absolutely incredible  easy to use  easy to clean and makes everything we have tried perfectly  get this today and don t look back      
3383,5.0,                       after a little learning curve  i really like it  cleaning is fairly easy  as i learn more and get more comfortable with it  it will do better      
3384,5.0,                       this item is one of my best purchases so far  easy to clean and easy to use  love how the food comes out very juicy and not dry at all  i can make my fried food without using oil which is amazing        
3385,5.0,                       i like it very much  easy to use   it takes less time to cook and it is easy to clean      
3386,5.0,                       i love my cosori smart wifi air fryer    qt  it saves me every time specially if i am rushing to get dinner ready     
3387,1.0,                       quit working after a month     
3388,5.0,                       so pleased how easy this air fryer is to use and clean   it has plenty of cooking capacity and does not take up a ton of space on the counter   i have made sweet potatoe fries and chicken wings so far  easy and delicious      
3389,5.0,                       easy to use and clean      
3390,5.0,                       we thought this would be another kitchen appliance that ends up in the cabinet  never to be used  but it s stayed on the counter since we bought it  we use it multiple times a week  love it      
3391,5.0,                       i have been wanting to purchase an air fryer for a long time and finally did  this product is great  super super durable and the basket size it great  very happy with my purchase      
3392,5.0,                       the cosori air fryer that i ordered from amazon didn t work   when you pressed the on button  nothing happened   i reported this to cosori and they shipped me a replacement at no cost   i have used the replacement cosori air fryer  same model cp    af  three times  chicken  pork  french fries  and the cooked food tastes great      
3393,4.0,                       the wifi stopped working  but everything else is great     
3394,5.0,                       this is my first experience with an air fryer   so hard to rate   but so far so good   easy to figure out buttons     
3395,3.0,                       the only thing i dont like is that it doesnt close right and thats super annoying especially when it pops out multiple times     
3396,5.0,                       we are trying to eat healthier  therefore this product is ideal      
3397,5.0,                       i like the clean lines of the fryer   it s east to use and clean   everything cooks better in this air fryer compared to my previous air fryer      
3398,4.0,                       surprised how long it takes to cook with the air fryer   i thought things would cook faster using this      
3399,5.0,                       this product is awesome   i use it everyday     would recommend      
3400,5.0,                            for   minutes      
3401,1.0,                       we have had this unit for only   months and it now leaks out of the bottom  up until now we loved this but after   months of use it leaves the counters messy  hopefully the manufacturer has a warranty      
3402,5.0,                       large capacity  works like a charm  easy clean up  what more can anyone ask for      
3403,5.0,                       i love this item  makes fried food taste great again without all the carbs and calories      
3404,5.0,                       great product l enjoy cooking with it so far  it is pretty strong so i have started with less time on certain food items like boneless chicken and added more time if needed and so far so good      
3405,4.0,                       nice air fryer  reheats pizza nicely  food is crisp      
3406,5.0,                       everything so far has been great about this   it even made the burgers i put in it perfect   fries come out amazing     
3407,5.0,                       the best wings ever  just preheat  add wings  add seasoning  and press start  for best results  add an additional   minutes for both sides  super crispy and juicy wings      
3408,5.0,                       great air fryer      definitely glad i made this purchase  cuts cooking time in half     
3409,4.0,                       it is a beautiful air fryer  i m not as impressed as i thought that i would be  i haven t used it as much as i thought that i would      
